id,timestamp,amount,currency,type,src,dst,component_id,is_fraud,anomaly_type,incident_id
tx-58cbd6bf1f,2026-07-21T07:34:28Z,363.73,USD,inter_account,ACC-5512,ACC-1187,order-service,False,,
tx-1b53c5ca09,2026-07-21T07:36:23Z,145.43,USD,ach_payment,ACC-1187,ACC-2291,payment-service,False,,
tx-df1e0ab0f5,2026-07-21T07:40:12Z,203.73,USD,ach_payment,ACC-4480,ACC-6673,payment-service,False,,
tx-ae0d110bb0,2026-07-21T07:42:57Z,685.95,USD,card_charge,ACC-9902,ACC-0042,order-service,False,,
tx-dd7ced9d8c,2026-07-21T07:46:29Z,507.46,USD,wire_transfer,ACC-5512,ACC-0042,payment-service,False,,
tx-5abc44e67c,2026-07-21T07:49:16Z,633.81,USD,crypto_withdrawal,ACC-2291,ACC-1187,payment-service,False,,
tx-f3f4a1f0d9,2026-07-21T07:53:36Z,268.77,USD,crypto_withdrawal,ACC-5512,ACC-8834,order-service,False,,
tx-f4dc523cee,2026-07-21T07:56:03Z,170.5,USD,crypto_withdrawal,ACC-3354,ACC-0042,payment-service,False,,
tx-4000300f19,2026-07-21T07:57:58Z,283.31,USD,crypto_withdrawal,ACC-1187,EXT-EU-291,payment-gateway,False,,
tx-18b94b1f2d,2026-07-21T08:01:00Z,622.51,USD,inter_account,ACC-9902,ACC-8834,payment-service,False,,
tx-08cd180fc5,2026-07-21T08:03:43Z,526.91,USD,wire_transfer,ACC-8834,ACC-5512,payment-gateway,False,,
tx-a3472c790f,2026-07-21T08:06:14Z,542.6,USD,refund,ACC-9902,ACC-3354,payment-gateway,False,,
tx-9e335ca7c5,2026-07-21T08:08:46Z,381.55,USD,card_charge,ACC-9902,ACC-7701,payment-gateway,False,,
tx-f75e613bdc,2026-07-21T08:13:00Z,386.21,USD,crypto_withdrawal,ACC-8834,ACC-9902,order-service,False,,
tx-3345c02717,2026-07-21T08:14:45Z,578.94,USD,wire_transfer,ACC-8834,EXT-EU-291,order-service,False,,
tx-90990d37b3,2026-07-21T08:17:00Z,677.7,USD,wire_transfer,ACC-9902,MERCH-STRIPE,payment-gateway,False,,
tx-95032e3d45,2026-07-21T08:21:20Z,949.27,USD,crypto_withdrawal,ACC-4480,ACC-7701,order-service,False,,
tx-9895ac3a5d,2026-07-21T08:23:15Z,395.15,USD,p2p_transfer,ACC-2291,ACC-7701,payment-service,False,,
tx-480586b3c1,2026-07-21T08:26:14Z,895.92,USD,p2p_transfer,ACC-4480,ACC-9902,payment-gateway,False,,
tx-4753ed24bd,2026-07-21T08:29:01Z,986.36,USD,card_charge,ACC-8834,EXT-APAC-47,payment-gateway,False,,
tx-ca499c8870,2026-07-21T08:33:14Z,366.61,USD,refund,ACC-5512,EXT-EU-291,payment-gateway,False,,
tx-87b46c870f,2026-07-21T08:35:27Z,276.43,USD,p2p_transfer,ACC-1187,MERCH-SHOPIFY,order-service,False,,
tx-52846abe92,2026-07-21T08:38:06Z,715.29,USD,wire_transfer,ACC-8834,MERCH-SHOPIFY,payment-gateway,False,,
tx-cdff57cf08,2026-07-21T08:40:45Z,103.89,USD,card_charge,ACC-7701,ACC-9902,payment-gateway,False,,
tx-dedf59d4c1,2026-07-21T08:42:23Z,252.51,USD,ach_payment,ACC-1187,MERCH-PAYPAL,payment-service,False,,
tx-2860aada69,2026-07-21T08:45:24Z,312.24,USD,wire_transfer,ACC-4480,EXT-APAC-47,payment-gateway,False,,
tx-512660b833,2026-07-21T08:47:29Z,426.26,USD,refund,ACC-7701,ACC-3354,payment-service,False,,
tx-b9c3d9f7b1,2026-07-21T08:50:58Z,257.96,USD,wire_transfer,ACC-4480,EXT-EU-291,payment-gateway,False,,
tx-0a45bc2f1a,2026-07-21T08:52:33Z,145.69,USD,p2p_transfer,ACC-1187,MERCH-AMZN,payment-service,False,,
tx-0299db9538,2026-07-21T08:54:27Z,481.86,USD,wire_transfer,ACC-5512,MERCH-AMZN,payment-gateway,False,,
tx-391cec0b86,2026-07-21T08:57:15Z,691.98,USD,wire_transfer,ACC-9902,ACC-3354,order-service,False,,
tx-6f80c2974f,2026-07-21T09:01:00Z,627.46,USD,crypto_withdrawal,ACC-6673,EXT-APAC-47,order-service,False,,
tx-64196c893f,2026-07-21T09:03:04Z,305.68,USD,inter_account,ACC-6673,MERCH-AMZN,payment-gateway,False,infra_retry_duplicate,inc-44fc7328
tx-d631dbaf2d,2026-07-21T09:03:06Z,305.68,USD,inter_account,ACC-6673,MERCH-AMZN,payment-gateway,False,infra_retry_duplicate,inc-44fc7328
tx-500f857807,2026-07-21T09:06:22Z,393.77,USD,refund,ACC-3354,ACC-9902,payment-gateway,False,,
tx-d7b0080d60,2026-07-21T09:10:13Z,421.45,USD,card_charge,ACC-6673,ACC-0042,payment-service,False,,
tx-a642ce5178,2026-07-21T09:11:43Z,828.9,USD,wire_transfer,ACC-0042,MERCH-STRIPE,order-service,False,,
tx-6e7ed8398e,2026-07-21T09:13:45Z,827.55,USD,ach_payment,ACC-8834,EXT-APAC-47,payment-gateway,False,,
tx-0105318d23,2026-07-21T09:17:18Z,450.29,USD,p2p_transfer,ACC-4480,ACC-0042,payment-service,False,,
tx-a733a9afda,2026-07-21T09:20:10Z,614.57,USD,refund,ACC-4480,ACC-6673,payment-gateway,False,,
tx-2b60454828,2026-07-21T09:23:21Z,347.9,USD,crypto_withdrawal,ACC-8834,ACC-0042,order-service,False,,
tx-4ab0bd6969,2026-07-21T09:25:10Z,477.2,USD,wire_transfer,ACC-2291,MERCH-SHOPIFY,payment-service,False,,
tx-f60e7e91d6,2026-07-21T09:27:06Z,605.64,USD,inter_account,ACC-2291,EXT-US-883,payment-service,False,,
tx-377ea84092,2026-07-21T09:29:00Z,905.22,USD,ach_payment,ACC-2291,MERCH-SHOPIFY,payment-gateway,False,,
tx-1caa610c83,2026-07-21T09:31:48Z,641.09,USD,inter_account,ACC-6673,ACC-7701,payment-gateway,False,,
tx-2094cc2835,2026-07-21T09:35:46Z,306.45,USD,wire_transfer,ACC-7701,EXT-APAC-47,payment-service,False,,
tx-86955ec827,2026-07-21T09:38:49Z,9830.59,USD,crypto_withdrawal,ACC-1187,EXT-LATAM-16,payment-service,True,fraud,
tx-2f5da7751e,2026-07-21T09:42:41Z,564.07,USD,ach_payment,ACC-8834,ACC-0042,order-service,False,,
tx-8e1a047c9d,2026-07-21T09:44:45Z,1031.87,USD,ach_payment,ACC-8834,ACC-1187,payment-gateway,False,,
tx-c00afafb84,2026-07-21T09:46:18Z,137.47,USD,refund,ACC-5512,EXT-EU-291,payment-service,False,,
tx-69c423714e,2026-07-21T09:50:20Z,238.64,USD,crypto_withdrawal,ACC-5512,MERCH-STRIPE,payment-service,False,,
tx-8462369734,2026-07-21T09:52:03Z,1047.33,USD,refund,ACC-4480,ACC-1187,order-service,False,,
tx-cb64ab22c3,2026-07-21T09:56:04Z,718.12,USD,inter_account,ACC-3354,EXT-APAC-47,order-service,False,,
tx-2184618b65,2026-07-21T09:59:45Z,17053.79,USD,crypto_withdrawal,ACC-0042,MERCH-STRIPE,order-service,True,fraud,
tx-17bce2ad78,2026-07-21T10:03:46Z,682.27,USD,crypto_withdrawal,ACC-0042,ACC-5512,order-service,False,,
tx-099a120f07,2026-07-21T10:06:29Z,12785.86,USD,wire_transfer,ACC-0042,MERCH-AMZN,order-service,True,fraud,
tx-8cff7d0ab7,2026-07-21T10:08:53Z,322.28,USD,card_charge,ACC-7701,ACC-2291,order-service,False,,
tx-e9bfaa1108,2026-07-21T10:11:04Z,248.31,USD,card_charge,ACC-7701,MERCH-AMZN,payment-service,False,,
tx-e9b59694bc,2026-07-21T10:12:56Z,1168.01,USD,wire_transfer,ACC-6673,EXT-LATAM-16,payment-service,False,,
tx-42c1e0c6d8,2026-07-21T10:17:02Z,437.88,USD,wire_transfer,ACC-5512,ACC-7701,payment-service,False,,
tx-973113d395,2026-07-21T10:19:56Z,912.51,USD,wire_transfer,ACC-4480,EXT-LATAM-16,payment-gateway,False,,
tx-bb26981f73,2026-07-21T10:22:55Z,526.97,USD,wire_transfer,ACC-8834,ACC-9902,payment-gateway,False,,
tx-41d2da747a,2026-07-21T10:24:30Z,1043.47,USD,p2p_transfer,ACC-6673,MERCH-STRIPE,payment-gateway,False,,
tx-14506a971a,2026-07-21T10:27:19Z,450.22,USD,inter_account,ACC-6673,MERCH-PAYPAL,payment-gateway,False,,
tx-5e758f33b6,2026-07-21T10:29:52Z,1014.24,USD,refund,ACC-3354,MERCH-PAYPAL,payment-gateway,False,,
tx-4cb72ece70,2026-07-21T10:32:00Z,205.9,USD,wire_transfer,ACC-1187,ACC-7701,payment-gateway,False,,
tx-99c37ad40e,2026-07-21T10:34:01Z,605.06,USD,card_charge,ACC-3354,MERCH-SHOPIFY,payment-gateway,False,,
tx-e2f24177bd,2026-07-21T10:37:49Z,181.16,USD,ach_payment,ACC-1187,MERCH-STRIPE,payment-service,False,,
tx-34cfb5a725,2026-07-21T10:40:31Z,1025.11,USD,crypto_withdrawal,ACC-8834,EXT-EU-291,payment-service,False,,
tx-3cf8d225f3,2026-07-21T10:44:15Z,236.4,USD,refund,ACC-5512,MERCH-SHOPIFY,order-service,False,,
tx-3d9ded1018,2026-07-21T10:47:46Z,212.49,USD,ach_payment,ACC-1187,ACC-6673,payment-gateway,False,,
tx-397b2ad199,2026-07-21T10:50:44Z,744.62,USD,wire_transfer,ACC-4480,ACC-6673,payment-gateway,False,,
tx-6a92c814ad,2026-07-21T10:53:59Z,408.75,USD,inter_account,ACC-7701,MERCH-AMZN,payment-service,False,,
tx-996b5c58f8,2026-07-21T10:57:15Z,267.89,USD,refund,ACC-2291,MERCH-PAYPAL,payment-gateway,False,,
tx-d798c5190f,2026-07-21T11:00:17Z,12873.06,USD,crypto_withdrawal,ACC-5512,EXT-LATAM-16,payment-service,True,fraud,
tx-2ccb927efa,2026-07-21T11:04:32Z,827.99,USD,refund,ACC-9902,ACC-8834,payment-service,False,,
tx-0b3e20401a,2026-07-21T11:06:02Z,248.85,USD,inter_account,ACC-5512,EXT-LATAM-16,payment-gateway,False,,
tx-a77659d0ed,2026-07-21T11:08:17Z,737.4,USD,crypto_withdrawal,ACC-4480,EXT-LATAM-16,payment-service,False,,
tx-28f23095f8,2026-07-21T11:10:13Z,692.07,USD,refund,ACC-4480,ACC-7701,payment-service,False,,
tx-607e581c9c,2026-07-21T11:12:41Z,5665.59,USD,wire_transfer,ACC-7701,MERCH-SHOPIFY,payment-gateway,True,fraud,
tx-22bf360f82,2026-07-21T11:14:54Z,371.38,USD,ach_payment,ACC-4480,EXT-LATAM-16,payment-service,False,,
tx-9119af1105,2026-07-21T11:16:36Z,174.5,USD,p2p_transfer,ACC-1187,MERCH-SHOPIFY,payment-gateway,False,,
tx-feae7060b5,2026-07-21T11:19:24Z,978.35,USD,wire_transfer,ACC-8834,ACC-6673,order-service,False,,
tx-8dba71dcd7,2026-07-21T11:22:34Z,582.14,USD,inter_account,ACC-0042,ACC-5512,payment-gateway,False,,
tx-58a6c950d2,2026-07-21T11:25:30Z,1190.55,USD,card_charge,ACC-6673,MERCH-SHOPIFY,payment-gateway,False,,
tx-cd92f3de97,2026-07-21T11:29:07Z,162.31,USD,crypto_withdrawal,ACC-7701,EXT-US-883,order-service,False,,
tx-a8516f2044,2026-07-21T11:33:23Z,261.96,USD,card_charge,ACC-5512,ACC-1187,payment-service,False,,
tx-2f75ded0b8,2026-07-21T11:36:39Z,1074.02,USD,crypto_withdrawal,ACC-9902,EXT-US-883,payment-gateway,False,,
tx-b2a7564dbb,2026-07-21T11:40:02Z,929.93,USD,card_charge,ACC-6673,MERCH-STRIPE,order-service,False,,
tx-2072ec5c5f,2026-07-21T11:43:40Z,819.22,USD,inter_account,ACC-9902,ACC-3354,payment-service,False,,
tx-4ed55ae063,2026-07-21T11:47:49Z,666.9,USD,inter_account,ACC-4480,ACC-0042,payment-service,False,,
tx-e9e78b21c1,2026-07-21T11:50:50Z,359.62,USD,inter_account,ACC-2291,ACC-6673,order-service,False,,
tx-dc41a056d5,2026-07-21T11:53:29Z,845.23,USD,refund,ACC-8834,ACC-2291,order-service,False,,
tx-eace71deb5,2026-07-21T11:55:37Z,237.11,USD,refund,ACC-1187,EXT-EU-291,order-service,False,,
tx-1265edc2d9,2026-07-21T11:58:55Z,1,USD,inter_account,ACC-9902,MERCH-SHOPIFY,order-service,False,,
tx-577faa4dd0,2026-07-21T12:00:50Z,865.3,USD,card_charge,ACC-3354,EXT-LATAM-16,order-service,False,,
tx-3871fbe4dd,2026-07-21T12:02:27Z,1101.66,USD,crypto_withdrawal,ACC-3354,MERCH-AMZN,payment-service,False,,
tx-b18c4a65d9,2026-07-21T12:05:35Z,509.66,USD,card_charge,ACC-7701,EXT-US-883,payment-gateway,False,,
tx-dfb1c849ef,2026-07-21T12:08:48Z,703.08,USD,card_charge,ACC-3354,MERCH-PAYPAL,payment-service,False,,
tx-dd5c282741,2026-07-21T12:10:47Z,200.01,USD,card_charge,ACC-5512,ACC-0042,payment-gateway,False,,
tx-87c62a54b3,2026-07-21T12:13:20Z,99.37,USD,ach_payment,ACC-1187,EXT-US-883,order-service,False,,
tx-f2d674b973,2026-07-21T12:17:24Z,331.93,USD,inter_account,ACC-0042,ACC-9902,payment-service,False,,
tx-c546755ca0,2026-07-21T12:19:00Z,56.06,USD,ach_payment,ACC-7701,ACC-6673,order-service,False,,
tx-0da6f149c1,2026-07-21T12:20:42Z,381.12,USD,ach_payment,ACC-9902,ACC-3354,payment-service,False,,
tx-d7ae87b8d0,2026-07-21T12:24:51Z,414.6,USD,wire_transfer,ACC-0042,ACC-5512,payment-service,False,,
tx-6422e4f5aa,2026-07-21T12:27:05Z,149.09,USD,wire_transfer,ACC-7701,ACC-9902,payment-service,False,,
tx-b5f93d87e0,2026-07-21T12:30:31Z,983.48,USD,crypto_withdrawal,ACC-0042,ACC-9902,payment-gateway,False,,
tx-84991c5d49,2026-07-21T12:34:42Z,834.45,USD,inter_account,ACC-3354,ACC-4480,order-service,False,,
tx-b41781b010,2026-07-21T12:38:20Z,835.68,USD,ach_payment,ACC-0042,EXT-EU-291,payment-service,False,,
tx-738824d8dc,2026-07-21T12:39:51Z,437.08,USD,p2p_transfer,ACC-8834,ACC-0042,payment-service,False,,
tx-8e7e0cb495,2026-07-21T12:43:10Z,577.18,USD,ach_payment,ACC-0042,ACC-6673,payment-gateway,False,,
tx-33c00f0f57,2026-07-21T12:46:18Z,1116.11,USD,ach_payment,ACC-9902,MERCH-SHOPIFY,payment-service,False,,
tx-6c73cc7877,2026-07-21T12:49:04Z,275.92,USD,ach_payment,ACC-8834,ACC-9902,order-service,False,,
tx-75d8a5bdd7,2026-07-21T12:51:37Z,423.97,USD,refund,ACC-0042,EXT-LATAM-16,order-service,False,,
tx-1cffb364ed,2026-07-21T12:54:51Z,38.42,USD,refund,ACC-1187,EXT-EU-291,order-service,False,,
tx-52fa132389,2026-07-21T12:56:42Z,1132.19,USD,p2p_transfer,ACC-4480,ACC-2291,payment-gateway,False,,
tx-edca1ce272,2026-07-21T12:59:53Z,373.31,USD,wire_transfer,ACC-7701,MERCH-PAYPAL,payment-service,False,,
tx-66481da310,2026-07-21T13:03:55Z,158.39,USD,p2p_transfer,ACC-1187,ACC-4480,order-service,False,,
tx-0b6193039f,2026-07-21T13:05:46Z,132.81,USD,crypto_withdrawal,ACC-1187,ACC-8834,payment-service,False,,
tx-280db432ba,2026-07-21T13:08:42Z,263.36,USD,crypto_withdrawal,ACC-6673,ACC-5512,payment-service,False,,
tx-bf04db54f5,2026-07-21T13:12:22Z,1057.44,USD,refund,ACC-9902,ACC-6673,payment-gateway,False,,
tx-8802cb6be8,2026-07-21T13:15:16Z,872.06,USD,refund,ACC-9902,EXT-US-883,order-service,False,,
tx-bc51fb28a1,2026-07-21T13:16:58Z,580.42,USD,crypto_withdrawal,ACC-2291,EXT-US-883,payment-service,False,,
tx-f859bc11ba,2026-07-21T13:21:12Z,96.91,USD,card_charge,ACC-1187,ACC-8834,payment-gateway,False,,
tx-6b45c3836b,2026-07-21T13:23:34Z,682.76,USD,crypto_withdrawal,ACC-4480,MERCH-PAYPAL,payment-gateway,False,,
tx-d3fb572a3b,2026-07-21T13:27:05Z,538.01,USD,wire_transfer,ACC-9902,ACC-5512,order-service,False,,
tx-0adbbe0cf9,2026-07-21T13:30:08Z,585.81,USD,refund,ACC-8834,ACC-0042,order-service,False,,
tx-c06c6c272a,2026-07-21T13:34:01Z,393.75,USD,p2p_transfer,ACC-2291,EXT-US-883,payment-gateway,False,,
tx-d2cc74667e,2026-07-21T13:37:16Z,585.76,USD,p2p_transfer,ACC-6673,MERCH-AMZN,payment-service,False,,
tx-76ef324f77,2026-07-21T13:40:10Z,454.87,USD,refund,ACC-2291,EXT-LATAM-16,order-service,False,,
tx-c8486f9315,2026-07-21T13:44:22Z,1007.83,USD,inter_account,ACC-9902,MERCH-STRIPE,order-service,False,,
tx-9884167d99,2026-07-21T13:47:07Z,745.47,USD,card_charge,ACC-0042,MERCH-STRIPE,payment-service,False,,
tx-ef6bc5e848,2026-07-21T13:51:07Z,245.32,USD,card_charge,ACC-8834,EXT-APAC-47,payment-gateway,False,,
tx-ff1373efcf,2026-07-21T13:54:03Z,832.91,USD,card_charge,ACC-9902,ACC-0042,order-service,False,,
tx-723513a616,2026-07-21T13:57:08Z,480.49,USD,wire_transfer,ACC-6673,ACC-0042,payment-service,False,,
